loc,v(g),ev(g),iv(g),v,l,d,i,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,Label
31,6,6,6,412.18,0.1,10.13,40.68,232,24,1,2,2,11,19,49,35,11,0
48,10,10,10,786.16,0.06,17.14,45.86,748.72,35,0,6,5,16,28,84,60,19,0
18,2,1,2,252.66,0.18,5.48,46.14,76.87,14,0,1,0,10,21,28,23,3,0
9,1,1,1,146.95,0.38,2.67,55.1,21.77,5,0,2,0,5,15,18,16,1,0
231,37,24,25,5402.69,0.02,58.8,91.89,17647.61,183,38,8,0,27,76,477,331,73,0
29,7,5,6,438.86,0.04,22.8,19.25,555.89,22,0,5,0,18,15,49,38,13,0
38,5,5,4,584.16,0.07,13.71,42.59,445.07,32,0,2,0,16,28,59,48,9,0
32,4,4,3,519.67,0.08,12.4,41.9,358.11,26,0,4,0,15,26,54,43,7,0
40,7,4,5,580.09,0.05,21.26,27.28,685.21,32,0,6,0,19,21,62,47,13,0
39,6,4,5,603.94,0.05,19.83,30.46,665.21,29,0,8,0,19,23,64,48,11,0
33,6,1,5,474.17,0.04,25.8,18.38,679.65,26,0,5,0,18,15,51,43,11,0
11,4,4,4,181.52,0.15,6.67,27.23,67.23,7,0,2,0,8,12,22,20,7,0
12,2,1,2,83.76,0.17,6,13.96,27.92,8,0,2,0,8,6,13,9,3,0
12,4,4,4,232.79,0.13,7.69,30.26,99.48,9,0,1,0,8,13,28,25,7,0
6,1,1,1,66.61,0.24,4.08,16.3,15.11,3,0,1,0,7,6,11,7,1,0
46,11,9,11,597.25,0.04,23.68,25.22,785.86,35,6,3,0,20,19,68,45,21,0
65,7,6,7,1110.5,0.06,17.79,62.44,1097.28,39,13,8,3,18,42,105,83,13,0
71,13,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
5,1,1,1,39.86,0.4,2.5,15.95,5.54,5,0,0,0,5,5,7,5,1,0
25,3,1,3,355,0.11,9.3,38.17,183.42,20,0,2,0,12,20,40,31,5,0
18,2,1,2,272.48,0.17,5.95,45.78,90.11,15,0,1,0,10,21,30,25,3,0
221,34,30,32,5242.33,0.02,51.5,101.79,14998.89,170,20,28,1,30,90,450,309,67,0
7,2,1,2,137.61,0.15,6.5,21.17,49.69,4,0,1,0,9,9,20,13,3,0
131,42,37,25,4247.7,0.02,63.11,67.31,14892.69,115,12,1,0,26,55,403,267,83,0
123,24,14,18,3124.75,0.02,64.55,48.41,11206.14,99,15,5,0,22,38,306,223,47,0
55,8,4,6,531.77,0.1,9.9,53.73,292.37,37,6,9,1,14,29,57,41,15,0
28,4,4,3,468.33,0.08,12.67,36.97,329.57,24,0,2,0,16,24,50,38,7,0
30,4,4,3,539.23,0.07,13.54,39.83,405.58,26,0,2,0,16,26,56,44,7,0
26,4,4,3,419.83,0.09,11.41,36.79,266.2,21,0,3,0,15,23,45,35,7,0
26,4,4,3,539.23,0.07,13.54,39.83,405.58,22,0,2,0,16,26,56,44,7,0
24,10,10,8,544.79,0.05,20.24,26.92,612.45,19,0,3,0,16,17,65,43,19,0
20,6,1,3,265.93,0.06,15.4,17.27,227.52,16,0,2,0,14,10,36,22,11,0
47,9,1,6,682.44,0.05,18.67,36.56,707.71,38,0,7,0,16,21,82,49,17,0
26,6,1,3,376.04,0.06,16.92,22.23,353.4,21,0,3,0,14,12,51,29,11,0
32,4,1,4,368.24,0.12,8.25,44.64,168.78,24,1,3,2,11,22,40,33,7,0
11,1,1,1,155.59,0.15,6.55,23.77,56.58,7,0,2,0,9,11,20,16,1,0
10,2,1,2,129.66,0.1,9.75,13.3,70.23,7,0,1,0,12,8,17,13,3,0
54,11,7,9,1134.42,0.03,29.67,38.24,1869.68,44,1,7,0,20,30,112,89,21,0
57,16,16,15,1196.5,0.03,31.86,37.55,2117.94,53,0,2,0,21,29,124,88,31,0
7,2,1,2,141.78,0.18,5.6,25.32,44.11,4,0,1,0,8,10,20,14,3,0
46,11,10,9,766.13,0.04,23.75,32.25,1010.87,38,0,6,0,19,22,88,55,21,0
58,8,1,7,1255.68,0.05,20.77,60.45,1449.04,54,0,1,0,21,46,116,91,15,0
61,8,1,4,1312.88,0.05,22.19,59.16,1618.72,56,0,2,0,21,44,125,93,15,0
59,8,1,7,1333.15,0.05,21.22,62.82,1571.89,54,0,2,0,21,47,124,95,15,0
29,4,1,3,264.7,0.06,16.5,16.04,242.64,20,0,7,0,15,10,35,22,7,0
7,2,1,2,145.95,0.18,5.6,26.06,45.41,4,0,1,0,8,10,21,14,3,0
15,2,1,2,162.85,0.23,4.27,38.17,38.6,11,0,1,0,8,15,20,16,3,0
40,11,9,11,994.24,0.04,22.5,44.19,1242.8,34,0,1,2,18,28,110,70,21,0
120,15,5,13,1836.01,0.03,33.11,55.45,3377.57,85,12,12,6,30,53,171,117,27,0
21,2,1,2,264.4,0.14,6.94,38.07,102.01,17,0,2,0,10,18,30,25,3,0
23,4,4,4,293.25,0.09,10.83,27.07,176.49,15,2,4,0,13,15,36,25,7,0
64,12,12,12,1125.75,0.06,16,70.36,1000.66,48,4,8,2,16,41,111,82,23,0
22,3,1,2,239.75,0.1,10.08,23.78,134.3,12,5,3,0,11,12,31,22,5,0
591,165,165,147,14287.69,0.01,93.41,152.95,74147.08,441,4,129,15,26,97,1361,697,329,0
47,8,5,7,667.43,0.04,26.71,24.98,990.55,39,0,6,0,22,21,72,51,15,0
129,32,30,24,3404.12,0.02,48.53,70.14,9178.52,85,11,16,15,28,60,319,208,63,0
18,5,5,4,276.48,0.06,15.75,17.55,241.92,15,0,1,0,14,8,44,18,9,0
73,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
50,10,3,4,540,0.04,23.5,22.98,705,29,11,5,0,16,16,61,47,19,0
22,3,1,2,549.45,0.03,30,18.31,915.74,18,0,2,0,20,14,66,42,5,0
17,2,1,2,422.26,0.1,9.8,43.07,230,15,0,2,0,11,23,42,41,3,0
63,3,1,3,1779.86,0.04,22.87,77.83,2261.26,58,0,5,0,11,38,159,158,5,0
20,4,3,2,267.19,0.11,8.82,30.28,130.97,14,0,4,0,12,17,30,25,7,0
65,13,8,8,994.35,0.05,19.53,50.93,1078.59,51,7,5,0,22,40,96,71,25,0
32,4,3,3,487.54,0.06,15.55,31.36,421.05,22,4,4,0,19,22,55,36,7,0
42,4,1,3,995.79,0.04,24.29,40.99,1344,37,0,3,0,14,17,142,59,7,0
18,3,1,3,171.3,0.13,7.7,22.25,73.28,13,0,3,0,11,10,25,14,5,0
72,7,6,6,1425.11,0.03,31.16,45.73,2467.13,64,0,6,0,21,31,158,92,13,0
87,2,1,2,1353.01,0.05,18.75,72.16,1409.38,48,8,31,0,15,44,120,110,3,0
83,7,5,5,1695.72,0.04,24.32,69.74,2290.71,62,5,9,7,22,57,143,126,13,0
84,7,5,5,2593.26,0.03,39.94,64.93,5753.98,79,0,5,0,19,49,220,206,13,0
152,23,8,9,3908.94,0.03,35.67,109.59,7745.87,128,18,6,0,27,95,313,251,45,0
150,17,6,13,3424.1,0.03,34.77,98.49,6613.73,108,24,18,0,26,86,273,230,33,0
76,2,1,2,2504.48,0.03,34.89,71.77,4855.02,63,0,13,0,16,47,214,205,3,0
29,2,1,2,483.28,0.09,11.31,42.73,303.67,23,3,3,0,16,29,47,41,3,0
44,2,1,2,950.83,0.05,20.96,45.37,1106.98,30,6,8,0,19,34,91,75,3,0
49,3,1,3,1525.51,0.05,19.15,79.65,1623.19,41,3,5,0,20,59,129,113,5,0
48,5,3,3,1227.01,0.05,19.2,63.9,1308.96,42,3,3,0,19,47,108,95,9,0
23,3,3,2,513.69,0.09,11.73,43.78,334.85,21,0,2,0,16,30,49,44,5,0
8,2,1,1,88,0.16,6.43,13.69,31.43,8,0,0,0,9,7,12,10,3,0
29,5,1,2,556.86,0.08,13.19,42.22,408.05,26,0,3,0,15,29,51,51,9,0
6,1,1,1,134.89,0.23,4.36,30.91,32.7,6,0,0,0,6,11,17,16,1,0
11,2,1,1,191.44,0.09,11.43,16.75,121.55,8,0,1,0,8,7,29,20,3,0
28,5,4,5,470.46,0.08,12.09,38.91,316.02,22,1,2,1,14,22,53,38,9,0
20,2,1,2,398.08,0.09,11.14,35.75,246.29,17,0,3,0,14,22,42,35,3,0
80,8,8,5,2198.77,0.04,26.21,83.89,3201.72,62,9,9,0,18,57,187,166,15,0
15,2,1,2,267.19,0.17,5.85,45.67,86.84,14,0,1,0,9,20,29,26,3,0
10,3,3,2,80,0.17,5.83,13.71,25.93,6,0,2,0,10,6,13,7,5,0
27,3,1,3,403.82,0.04,24.67,16.37,553.38,19,0,4,0,16,12,47,37,5,0
29,8,8,5,366.61,0.05,21.82,16.8,444.38,21,3,3,0,20,11,50,24,15,0
21,2,1,1,261.33,0.11,8.88,29.42,129,12,3,4,0,11,13,36,21,3,0
14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
19,5,5,3,181.11,0.11,8.91,20.33,89.64,15,0,2,0,14,11,25,14,9,0
21,5,1,2,224.66,0.13,7.68,29.25,95.88,19,0,0,0,13,11,36,13,6,0
17,16,16,16,577.71,0.06,15.71,36.76,504.35,14,0,0,1,10,14,82,44,31,0
258,22,17,8,3723.86,0.02,54.64,68.15,11304.81,150,57,43,5,26,59,333,248,43,0
12,3,1,2,116.76,0.12,8.13,14.37,52.7,9,0,1,0,10,8,15,13,5,0
33,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
16,2,1,2,133.22,0.09,11.25,11.84,83.26,7,4,3,0,9,4,26,10,3,0
79,15,5,6,1840.93,0.03,39.79,46.26,4069.9,68,3,5,0,22,34,194,123,29,0
39,3,1,2,634.87,0.07,14.22,44.64,501.63,25,7,4,0,16,27,69,48,5,0
65,8,7,8,1026.71,0.04,26.25,39.11,1497.28,47,7,8,0,21,30,106,75,15,0
46,5,4,5,922.63,0.03,28.88,31.95,1480.05,30,8,5,0,21,24,102,66,9,0
68,9,8,2,1049.97,0.02,40.77,25.75,2378.35,50,7,7,0,26,22,119,69,16,0
20,3,1,2,140.18,0.13,7.56,18.54,58.9,12,2,2,0,11,8,22,11,5,0
25,3,1,3,347.83,0.08,12.86,27.05,248.45,21,0,4,0,12,14,44,30,5,0
14,3,1,3,109.62,0.07,14,7.83,85.26,11,0,1,0,7,3,21,12,5,0
24,6,1,3,385.15,0.05,19.38,19.87,414.77,16,1,5,0,14,13,45,36,11,0
13,2,1,2,169.64,0.11,9.1,18.64,85.76,9,0,2,0,14,10,24,13,3,0
20,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
26,5,3,3,286.73,0.05,18.4,15.58,293.1,18,3,3,0,16,10,38,23,9,0
33,6,6,3,454.95,0.05,19.38,23.48,489.71,26,0,5,0,20,16,57,31,11,0
25,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
23,4,4,2,328.76,0.05,18.75,17.53,342.46,18,0,3,0,18,12,42,25,7,0
17,2,1,2,342.6,0.08,12,28.55,228.4,13,0,2,0,9,12,46,32,3,0
13,3,1,2,134.89,0.06,15.6,8.65,116.9,10,0,1,0,12,5,20,13,5,0
15,6,1,3,334.74,0.05,21,15.94,390.53,13,0,0,0,14,9,47,27,11,0
17,2,1,2,142.62,0.14,7.33,19.45,58.11,13,0,2,0,11,9,21,12,3,0
53,8,3,5,921.52,0.03,31,29.73,1587.06,34,9,8,0,24,24,103,62,15,0
14,2,1,2,144.43,0.18,5.45,26.48,43.77,8,1,2,0,8,11,19,15,3,0
59,21,16,9,1661.88,0.03,36.22,45.88,3344.02,52,2,3,0,27,41,163,110,41,0
11,3,1,2,165.67,0.06,17.33,9.56,159.53,11,0,0,0,13,6,23,16,5,0
29,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
57,3,1,1,869.98,0.05,20.85,41.72,1007.93,37,12,6,0,13,24,90,77,5,0
20,4,3,2,368.24,0.04,22.75,16.19,465.42,17,0,1,0,21,12,47,26,7,0
36,7,3,3,337.76,0.03,29,11.65,544.18,28,0,3,0,12,6,52,29,13,0
29,3,1,3,250.63,0.09,11.25,22.28,156.64,20,0,5,0,9,10,34,25,5,0
7,2,1,2,53.77,0.18,5.6,9.6,16.73,4,0,1,0,7,5,7,8,3,0
15,2,1,2,238.42,0.08,11.82,20.17,156.54,11,0,2,0,13,11,32,20,3,0
46,7,3,2,526.15,0.06,17,30.95,496.92,36,2,3,3,17,20,61,40,13,0
27,11,6,5,671.94,0.03,36,18.66,1343.87,23,0,2,0,21,14,83,48,21,0
27,11,6,5,749.64,0.03,38.5,19.47,1603.39,23,0,2,0,21,15,90,55,21,0
29,11,6,5,828.3,0.02,40.69,20.36,1872.31,25,0,2,0,21,16,97,62,21,0
47,14,6,6,1252.14,0.02,51.25,24.43,3565.13,41,2,2,0,25,20,146,82,27,0
30,11,6,5,686.04,0.03,31.89,21.51,1215.54,25,0,3,0,19,14,89,47,21,0
27,11,6,5,575.06,0.03,31.54,18.23,1007.59,23,0,2,0,20,13,73,41,21,0
9,2,1,2,66.44,0.14,7,9.49,25.84,6,1,0,0,7,3,14,6,3,0
18,4,1,4,198.81,0.12,8.18,24.3,90.37,12,3,1,0,9,11,26,20,7,0
35,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
92,16,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
54,17,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
11,2,1,2,166.91,0.18,5.63,29.67,52.16,9,0,0,0,9,12,23,15,3,0
15,4,1,4,169.51,0.06,15.75,10.76,148.32,13,0,0,0,7,4,31,18,7,0
26,5,1,2,246.35,0.08,12.83,19.2,175.64,18,3,3,0,11,9,36,21,9,0
12,3,1,3,128,0.08,12.25,10.45,87.11,10,0,0,0,7,4,23,14,5,0
40,7,7,3,640.3,0.04,27.6,23.2,981.79,35,0,3,0,23,20,70,48,13,0
26,6,4,2,220.42,0.05,20.43,10.79,250.16,19,0,5,0,13,7,29,22,11,0
25,7,5,2,336.89,0.04,23.64,14.25,442.37,17,0,6,0,20,11,42,26,13,0
22,3,1,2,214.05,0.08,12.6,16.99,149.84,19,0,1,0,12,10,27,21,5,0
31,6,6,3,482.81,0.04,25.44,18.98,682.3,27,0,2,0,22,16,55,37,11,0
26,6,3,4,390,0.06,15.88,24.56,344.12,19,0,5,0,15,17,42,36,11,0
32,7,7,7,456.65,0.06,17.27,26.45,438.05,23,4,3,0,14,15,57,37,13,0
32,7,7,7,466.15,0.06,16.63,28.04,430.55,23,4,3,0,14,16,57,38,13,0
16,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
19,5,5,3,351.75,0.05,20.58,17.09,402.23,16,0,1,0,19,12,45,26,9,0
21,5,4,2,343.48,0.04,23.32,14.73,444.97,18,0,1,0,19,11,43,27,9,0
32,5,1,3,535.29,0.05,20.7,25.86,615.58,21,7,4,0,18,20,56,46,9,0
11,2,1,2,41.21,0.25,4,10.3,9.16,8,0,0,1,6,3,9,4,3,0
10,3,3,2,80,0.17,5.83,13.71,25.93,6,0,1,0,10,6,13,7,5,0
11,3,3,2,70.32,0.19,5.25,13.4,20.51,7,0,1,0,9,6,11,7,5,0
65,9,5,2,750.39,0.03,35.85,20.93,1494.65,37,18,7,1,23,17,88,53,17,0
11,1,1,1,248.8,0.22,4.59,54.22,63.42,7,0,2,0,6,17,29,26,1,0
14,1,1,1,169.92,0.23,4.38,38.75,41.39,9,0,3,0,6,13,21,19,1,0
56,12,7,4,1083.73,0.04,27.65,39.19,1664.82,46,0,8,0,26,33,113,73,23,0
54,11,1,6,992.06,0.03,39.27,25.26,2164.15,35,0,17,0,19,15,133,62,21,0
13,2,1,2,81.41,0.14,7.2,11.31,32.56,9,0,1,0,8,5,13,9,3,0
22,1,1,1,239.18,0.05,19.5,12.27,259.11,14,0,5,0,6,4,46,26,1,0
41,7,6,3,618.59,0.04,28.42,21.77,976.73,35,0,3,0,24,19,69,45,13,0
7,1,1,1,50.72,0.2,5,10.14,14.09,3,1,1,0,6,3,11,5,1,0
55,8,1,4,755.71,0.04,25.77,29.32,1082.04,40,10,5,0,18,22,79,63,15,0
26,4,1,4,357.36,0.05,20.18,17.71,400.68,19,0,5,0,12,11,42,37,7,0
15,2,1,1,165.67,0.12,8.33,19.88,76.7,8,1,4,0,10,9,24,15,3,0
22,4,4,2,299.56,0.05,19.55,15.32,325.35,17,0,3,0,17,10,40,23,7,0
21,4,1,2,169.92,0.11,8.89,19.12,83.91,17,0,2,0,10,9,24,16,7,0
87,16,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
11,1,1,1,53.34,0.13,7.5,7.11,22.22,4,3,2,0,5,2,13,6,1,0
22,3,1,2,315.78,0.04,22.31,14.15,391.44,15,2,3,0,17,8,47,21,5,0
22,4,4,2,312.48,0.05,18.55,16.85,321.95,18,0,2,0,17,11,41,24,7,0
17,1,1,1,193.73,0.06,17.5,11.07,188.35,11,0,3,0,7,4,36,20,1,0
22,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
24,5,5,2,216.1,0.07,15,14.41,180.08,19,0,1,0,12,8,30,20,9,0
9,2,1,2,60.94,0.29,3.5,17.41,11.85,7,0,0,0,6,6,10,7,3,0
31,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
71,4,1,4,1998.15,0.02,50,39.96,5550.42,49,7,12,1,16,28,191,175,7,0
44,6,1,5,1114.37,0.03,34.04,32.72,2107.61,40,0,2,0,18,23,121,87,11,0
363,72,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
9,1,1,1,97.67,0.18,5.71,17.09,31.01,6,0,1,0,8,7,15,10,1,0
60,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
19,5,4,3,309.07,0.07,13.75,22.48,236.09,16,0,1,0,15,12,43,22,9,0
114,1,1,1,2022.66,0.07,15.21,133.01,1708.8,63,28,21,0,12,58,183,147,1,0
80,1,1,1,1399.93,0.08,13,107.69,1011.06,45,17,16,0,12,48,133,104,1,0
60,4,1,3,1185.21,0.05,21.65,54.75,1425.35,39,10,8,0,16,34,118,92,7,0
79,5,1,5,1151.02,0.05,19,60.58,1214.96,51,14,12,0,14,35,110,95,9,0
89,7,6,6,1995.74,0.03,30.85,64.69,3420.6,53,18,15,0,20,47,184,145,13,0
67,7,7,7,1230,0.08,13.02,94.47,889.7,44,8,13,0,14,50,112,93,13,0
132,5,1,5,2531.71,0.04,25.66,98.68,3608.63,81,14,34,0,18,67,204,191,9,0
29,2,1,2,357.58,0.15,6.81,52.54,135.19,18,3,4,0,7,18,42,35,3,0
19,3,1,2,252.01,0.08,12.38,20.35,173.39,13,0,4,0,14,13,30,23,5,0
12,2,1,2,148.68,0.17,5.82,25.55,48.06,9,0,1,0,8,11,19,16,3,0
24,8,3,4,343.48,0.06,15.69,21.89,299.45,21,0,1,0,17,13,46,24,15,0
20,5,1,2,324.33,0.07,15,21.62,270.28,15,0,3,0,13,13,39,30,9,0
19,4,1,2,172.88,0.07,13.93,12.41,133.77,15,0,2,0,13,7,25,15,7,0
25,3,1,3,150.12,0.09,11,13.65,91.74,16,3,4,0,11,7,22,14,5,0
31,6,1,1,289.51,0.04,28.57,10.13,459.54,27,0,2,0,16,7,39,25,11,0
74,10,5,9,900.66,0.04,24.85,36.25,1243.22,54,8,10,0,19,26,96,68,19,0
9,2,1,1,88,0.18,5.5,16,26.89,6,0,1,0,11,5,17,5,3,0
8,2,1,2,58.81,0.19,5.25,11.2,17.15,6,0,0,0,7,4,11,6,3,0
10,3,3,1,91.74,0.14,7,13.11,35.68,6,0,2,0,12,6,15,7,5,0
22,3,1,3,246.12,0.07,14.62,16.83,199.98,17,3,0,0,13,12,26,27,5,0
18,4,1,3,177.2,0.08,12.22,14.5,120.32,14,0,2,0,11,9,21,20,7,0
10,2,1,2,66.61,0.19,5.25,12.69,19.43,7,0,1,0,7,6,9,9,3,0
11,1,1,1,86.49,0.67,1.5,57.66,7.21,8,0,0,1,3,8,17,8,1,0
7,1,1,1,30,0.5,2,15,3.33,3,1,1,0,4,4,6,4,1,0
18,3,1,1,225.73,0.06,16.32,13.82,204.83,14,0,2,0,7,6,33,28,5,0
7,1,1,1,41.36,0.17,6,6.89,13.79,4,0,1,0,4,2,10,6,1,0
12,2,1,2,82.04,0.13,7.5,10.94,34.19,7,3,0,0,9,6,11,10,3,0
8,2,1,2,22.46,0.4,2.5,8.98,3.12,4,0,2,0,5,2,6,2,3,0
81,5,4,5,1294.79,0.08,12.52,103.45,900.32,57,0,22,0,16,62,109,97,9,0
46,18,18,14,1134.49,0.05,21.67,52.35,1365.91,39,0,5,0,19,32,127,73,35,0
13,4,3,1,147.16,0.09,11.38,12.94,93,10,0,1,0,14,8,20,13,7,0
9,2,1,1,88,0.15,6.6,13.33,32.27,6,0,1,0,11,5,16,6,3,0
9,2,1,1,100.08,0.14,7,14.3,38.92,6,0,1,0,12,6,17,7,3,0
9,3,3,1,101.95,0.15,6.86,14.87,38.84,6,0,1,0,12,7,16,8,5,0
72,5,1,3,1589.91,0.07,13.7,116.07,1209.93,49,2,19,0,12,53,143,121,9,0
27,3,3,2,229.25,0.18,5.7,40.22,72.6,16,4,5,0,9,15,31,19,5,0
16,2,1,2,102.8,0.22,4.5,22.84,25.7,13,0,1,0,6,8,15,12,3,0
24,7,7,7,661.68,0.05,21.05,31.43,773.89,21,0,1,0,16,19,79,50,13,0
29,1,1,1,242.23,0.17,6,40.37,80.74,21,0,6,0,5,10,38,24,1,0
115,7,1,6,1281.28,0.02,40.83,31.38,2906.6,88,0,25,0,15,18,156,98,13,0
21,4,3,2,307.16,0.08,12.19,25.2,207.97,14,2,2,1,15,16,36,26,7,0
65,7,4,5,905.43,0.05,19.7,45.95,991.13,33,19,11,0,14,27,93,76,13,0
36,7,3,2,408.42,0.05,21.7,18.82,492.38,26,6,2,0,21,15,48,31,13,0
16,3,1,2,214.05,0.1,10.5,20.39,124.86,13,0,1,0,11,11,27,21,5,0
22,2,1,2,216.64,0.14,7,30.95,84.25,17,2,1,0,7,12,27,24,3,0
5,1,1,1,53.15,0.29,3.5,15.19,10.33,3,0,0,0,5,5,9,7,1,0
8,3,3,1,84,0.15,6.67,12.6,31.11,5,0,1,0,10,6,13,8,5,0
11,2,1,2,88.81,0.19,5.25,16.92,25.9,7,0,1,1,7,6,15,9,3,0
97,7,1,6,2794.98,0.02,40.87,68.39,6345.83,92,0,3,0,19,53,225,228,13,0
6,2,1,1,50.19,0.2,5,10.04,13.94,4,0,0,0,8,4,9,5,3,0
6,1,1,1,33,0.4,2.5,13.2,4.58,3,0,1,0,4,4,6,5,1,0
18,3,1,2,133.44,0.13,7.5,17.79,55.6,14,0,2,0,9,9,17,15,5,0
21,2,1,2,353.92,0.1,9.67,36.61,190.07,16,1,2,0,14,21,40,29,3,0
20,2,1,2,377.83,0.07,14.44,26.17,303.05,18,0,2,0,14,16,44,33,3,0
23,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
29,6,5,3,416.76,0.06,15.63,26.66,361.92,22,0,5,2,18,19,47,33,11,0
39,9,7,5,397.46,0.05,20,19.87,441.62,24,12,1,0,16,14,46,35,17,0
8,3,1,2,64.53,0.18,5.6,11.52,20.08,6,0,0,0,7,5,10,8,5,0
93,10,1,10,691.85,0.1,9.83,70.36,377.96,51,31,9,0,10,30,71,59,19,0
16,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
10,3,3,1,89.92,0.16,6.42,14.01,32.06,6,0,2,0,11,6,15,7,5,0
5,1,1,1,27,0.5,2,13.5,3,3,0,0,0,4,4,5,4,1,0
16,6,3,2,302.61,0.05,18.2,16.63,305.97,13,0,1,0,14,10,40,26,11,0
17,5,1,1,254.75,0.05,19.5,13.06,275.98,12,1,2,0,13,8,34,24,9,0
27,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
54,7,1,7,662,0.05,19.08,34.7,701.72,45,0,7,0,18,25,69,53,13,0
7,1,1,1,75.28,0.4,2.5,30.11,10.46,4,0,1,0,4,8,11,10,1,0
16,4,1,1,191.16,0.08,13.06,14.63,138.72,11,1,1,0,11,8,26,19,7,0
12,1,1,1,86.04,0.36,2.75,31.29,13.14,7,2,1,0,4,8,13,11,1,0
47,5,4,5,433.82,0.07,14,30.99,337.41,29,7,7,2,14,19,48,38,9,0
19,2,1,2,91.38,0.25,4,22.84,20.31,10,4,3,0,7,7,16,8,3,0
64,8,1,6,709.77,0.03,38.18,18.59,1505.57,42,17,1,0,15,11,95,56,15,0
27,3,1,3,307.7,0.08,12.5,24.62,213.68,19,4,2,0,10,12,39,30,5,0
16,1,1,1,272.32,0.16,6.4,42.55,96.83,10,3,1,0,6,15,30,32,1,0
10,2,1,1,120,0.14,7,17.14,46.67,7,0,1,0,8,8,16,14,3,0
25,2,1,2,256.76,0.18,5.56,46.19,79.29,19,2,2,0,7,17,29,27,3,0
12,2,1,1,89.92,0.26,3.85,23.36,19.23,5,3,2,0,7,10,11,11,3,0
24,3,1,3,310,0.13,7.87,39.4,135.51,19,0,3,0,13,19,39,23,5,0
5,1,1,1,107.24,0.17,5.83,18.38,34.75,3,0,0,0,5,6,17,14,1,0
11,2,1,1,72.91,0.16,6.25,11.67,25.32,9,0,0,0,5,4,13,10,3,0
79,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
83,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
76,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
85,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
84,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
158,12,6,7,2123.13,0.03,32.34,65.65,3814.61,103,30,19,1,20,47,198,152,23,0
61,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
110,16,15,9,1753.03,0.02,47.25,37.1,4601.7,79,19,6,0,27,32,186,112,31,0
69,10,4,7,1197.09,0.06,17.64,67.88,1172.83,45,10,11,0,15,37,123,87,19,0
11,2,1,2,59.79,0.17,6,9.97,19.93,7,0,0,0,6,4,10,8,3,0
15,1,1,1,166.8,0.37,2.71,61.45,25.15,7,3,3,0,4,14,21,19,1,0
15,1,1,1,166.8,0.37,2.71,61.45,25.15,9,3,3,0,4,14,21,19,1,0
24,2,1,2,399.7,0.08,13.23,30.21,293.8,19,0,3,0,8,13,48,43,3,0
39,5,1,1,395.31,0.04,26.81,14.74,588.85,30,0,7,0,13,8,57,33,7,0
34,4,1,1,260,0.05,22,11.82,317.78,26,0,6,0,11,5,45,20,5,0
5,1,1,1,30.88,0.2,5,6.18,8.58,3,0,0,0,5,2,7,4,1,0
83,12,1,1,1144.46,0.01,67.6,16.93,4298.09,66,0,15,0,13,10,149,104,21,0
8,1,1,1,79.95,0.21,4.67,17.13,20.73,5,0,1,0,8,6,14,7,1,0
50,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
93,8,1,8,1894.28,0.08,12.53,151.16,1318.8,75,8,10,0,15,79,157,132,15,0
60,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
69,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
20,3,1,2,320.63,0.07,14.46,22.17,257.64,15,0,3,0,15,14,39,27,5,0
162,45,40,20,2486.55,0.03,33.95,73.23,4690.39,125,22,13,0,20,43,270,146,89,0
66,15,6,7,804.23,0.05,21.58,37.27,964.05,43,9,12,0,22,26,93,51,27,0
